meanfreq,sd,median,Q25,Q75,IQR,label
0.17546984,0.060201492,0.187631579,0.114736842,0.222631579,0.107894737,male
0.168884882,0.059111555,0.177581121,0.11480826,0.214336283,0.099528024,male
0.159195299,0.058803536,0.168405797,0.10115942,0.199130435,0.097971014,male
0.165598298,0.059191045,0.175844156,0.110909091,0.20961039,0.098701299,male
0.157276534,0.062267039,0.172053872,0.099461279,0.200808081,0.101346801,male
0.165461619,0.059222586,0.173419355,0.108086022,0.209247312,0.10116129,male
0.169633438,0.057877214,0.189330025,0.106650124,0.209826303,0.103176179,male
0.16601842,0.05828329,0.17713446,0.109037472,0.212725937,0.103688464,male
0.169553706,0.056786989,0.185714286,0.109795918,0.208571429,0.09877551,male
0.165976877,0.057357705,0.174283698,0.110656316,0.212025406,0.10136909,male
0.158721583,0.06070911,0.171151358,0.10087969,0.201940492,0.101060802,male
0.162895858,0.059463839,0.175783926,0.104953887,0.205849802,0.100895916,male
0.164228316,0.061163147,0.1709375,0.1053125,0.20875,0.1034375,male
0.165911923,0.057054238,0.17877551,0.106938776,0.208367347,0.101428571,male
0.165454626,0.057518281,0.175461201,0.110073206,0.207437775,0.097364568,male
0.168504576,0.058453909,0.173518091,0.112948422,0.214472671,0.101524249,male
0.165658876,0.060266568,0.174855967,0.106296296,0.207983539,0.101687243,male
0.166233549,0.05991478,0.167602131,0.112895204,0.21285968,0.099964476,male
0.158367824,0.063235061,0.165843293,0.103001328,0.208977424,0.105976096,male
0.172390938,0.061312573,0.177511962,0.114545455,0.223062201,0.108516746,male
0.166689475,0.060382798,0.174316163,0.111900533,0.216589698,0.104689165,male
0.163515128,0.060054942,0.164383562,0.113972603,0.210958904,0.096986301,male
0.165899508,0.059150924,0.175230914,0.108727615,0.212441093,0.103713478,male
0.16979763,0.05829892,0.183141994,0.109758308,0.214441088,0.104682779,male
0.171958807,0.058045297,0.179304813,0.116042781,0.217860963,0.101818182,male
0.153896474,0.06837324,0.170757576,0.101287879,0.21,0.108712121,male
0.175527574,0.058275429,0.188283828,0.11689769,0.225478548,0.108580858,male
0.165048683,0.060077527,0.1780876,0.105885256,0.211425046,0.10553979,male
0.166046094,0.057188336,0.177352342,0.10892057,0.20814664,0.099226069,male
0.162336773,0.058206383,0.174064698,0.100225035,0.196511955,0.09628692,male
0.167254701,0.058456464,0.176680708,0.110631845,0.210648694,0.100016849,male
0.16702127,0.057011244,0.187109005,0.106603476,0.207456556,0.100853081,male
0.166973594,0.059211731,0.178650307,0.102685753,0.202508521,0.099822768,male
0.168148745,0.059978687,0.168992537,0.111791045,0.215223881,0.103432836,male
0.171168597,0.058154899,0.185612903,0.111096774,0.218129032,0.107032258,male
0.165862875,0.058405907,0.18156074,0.107449718,0.206564763,0.099115044,male
0.163001802,0.058707143,0.17399177,0.103127572,0.205679012,0.10255144,male
0.166741898,0.058613397,0.175333333,0.112222222,0.218444444,0.106222222,male
0.161420942,0.066231168,0.181132075,0.106415094,0.217358491,0.110943396,male
0.169331509,0.059449407,0.174708112,0.112721759,0.216527672,0.103805914,male
0.169796447,0.061885618,0.181503132,0.110480167,0.219206681,0.108726514,male
0.17630932,0.05955504,0.190719603,0.118461538,0.228238213,0.109776675,male
0.172459445,0.059077863,0.178675283,0.111728595,0.213957997,0.102229402,male
0.170752494,0.057956567,0.182833676,0.115564682,0.21301848,0.097453799,male
0.164848568,0.058071907,0.1788,0.1034,0.2054,0.102,male
0.168243127,0.056049552,0.177323498,0.10975764,0.207418335,0.097660695,male
0.169341633,0.066742974,0.180322581,0.109677419,0.226774194,0.117096774,male
0.165553011,0.056395524,0.182367116,0.105173636,0.206973777,0.101800142,male
0.165439339,0.058030049,0.181621622,0.103843844,0.199279279,0.095435435,male
0.172235456,0.061148406,0.17998115,0.117700283,0.22273327,0.105032988,male
0.166580213,0.058080263,0.183568465,0.108630705,0.212614108,0.103983402,male
0.159346917,0.060201785,0.169939247,0.103256379,0.202770352,0.099513973,male
0.168424394,0.058087543,0.183101124,0.11105618,0.217393258,0.106337079,male
0.173225139,0.057845199,0.189988877,0.117107898,0.218642937,0.101535039,male
0.164942112,0.057950186,0.170754877,0.111145038,0.209228159,0.098083121,male
0.169951091,0.058801539,0.179330739,0.113743191,0.214412451,0.100669261,male
0.165341492,0.058728055,0.17600823,0.103127572,0.202798354,0.099670782,male
0.162046927,0.059954503,0.172745763,0.107570621,0.208813559,0.101242938,male
0.149864156,0.068282709,0.162195122,0.093560976,0.206926829,0.113365854,male
0.16831705,0.061271291,0.173125,0.1121875,0.220625,0.1084375,male
0.157992576,0.059855281,0.166570973,0.094226475,0.190685805,0.09645933,male
0.174645539,0.063535329,0.182973262,0.116491979,0.229989305,0.113497326,male
0.175235662,0.058124984,0.1928125,0.1165625,0.2215625,0.105,male
0.173665778,0.059837238,0.191988596,0.114554526,0.220926586,0.10637206,male
0.161859039,0.063807653,0.170709079,0.110033135,0.216726309,0.106693174,male
0.161131594,0.058329692,0.17030137,0.09947032,0.194849315,0.095378995,male
0.167335716,0.057891254,0.18212766,0.107659574,0.212340426,0.104680851,male
0.162428948,0.059259649,0.173401015,0.105651438,0.201353638,0.0957022,male
0.173483471,0.05891422,0.183240506,0.119797468,0.227898734,0.108101266,male
0.164389079,0.058062466,0.177875137,0.104271632,0.203636364,0.099364732,male
0.168022339,0.060112891,0.17639698,0.114174757,0.219590076,0.105415318,male
0.180360211,0.053765948,0.189473684,0.141894737,0.213473684,0.071578947,male
0.191151288,0.061364174,0.192392638,0.149877301,0.242208589,0.092331288,male
0.176481561,0.058526563,0.184521073,0.128199234,0.210804598,0.082605364,male
0.18251693,0.060163061,0.184044944,0.130168539,0.23752809,0.107359551,male
0.173201795,0.064381387,0.182496148,0.111309707,0.217010786,0.105701079,male
0.175608547,0.054744359,0.183706177,0.135559265,0.211752922,0.076193656,male
0.173764677,0.062097845,0.194408602,0.108817204,0.211182796,0.102365591,male
0.168762986,0.065099309,0.187956989,0.11827957,0.214623656,0.096344086,male
0.184749215,0.056474828,0.196256881,0.124844037,0.226055046,0.101211009,male
0.180792175,0.054553739,0.194853801,0.133040936,0.216549708,0.083508772,male
0.184388044,0.057209932,0.192199688,0.12798752,0.230202808,0.102215289,male
0.178491211,0.055165379,0.193881579,0.132171053,0.211842105,0.079671053,male
0.184012161,0.063713046,0.193984576,0.124164524,0.244010283,0.119845758,male
0.190270482,0.060960247,0.194973822,0.133403141,0.243839442,0.1104363,male
0.179085045,0.055681078,0.188814159,0.125380531,0.216070796,0.090690265,male
0.185876294,0.060595756,0.193429952,0.1384219,0.235362319,0.096940419,male
0.181054947,0.057148533,0.190588235,0.144941176,0.212705882,0.067764706,male
0.180642798,0.05938458,0.185266667,0.131133333,0.227266667,0.096133333,male
0.183981014,0.056716781,0.19884058,0.1415781,0.219130435,0.077552335,male
0.192943299,0.057850133,0.207025496,0.148725212,0.235184136,0.086458924,male
0.172044323,0.056679648,0.186863158,0.109642105,0.205136842,0.095494737,male
0.17371648,0.05688757,0.180630182,0.12212272,0.209419569,0.087296849,male
0.173448805,0.065076654,0.178693467,0.110686767,0.224187605,0.113500838,male
0.170723428,0.062430206,0.174641288,0.116837482,0.216046852,0.09920937,male
0.188543013,0.060140499,0.19186747,0.149698795,0.238253012,0.088554217,male
0.170042567,0.064567901,0.192469775,0.106873921,0.215682211,0.10880829,male
0.180650961,0.062564524,0.198238173,0.121957586,0.232495922,0.110538336,male
0.178873357,0.058085349,0.18870674,0.130054645,0.212167577,0.082112933,male
0.174273983,0.057816442,0.191210526,0.116052632,0.218473684,0.102421053,male
0.177669976,0.065541398,0.181637931,0.114655172,0.228706897,0.114051724,male
0.18236181,0.058159608,0.193629032,0.127016129,0.211129032,0.084112903,male
0.175634123,0.059548155,0.192817133,0.118088962,0.222800659,0.104711697,male
0.178535925,0.057604645,0.18893913,0.138295652,0.206469565,0.068173913,male
0.172349346,0.064658574,0.187145299,0.105299145,0.209641026,0.10434188,male
0.16482457,0.071676082,0.178736383,0.098823529,0.210457516,0.111633987,male
0.174892325,0.055032253,0.183887147,0.119373041,0.207147335,0.087774295,male
0.168164372,0.066333508,0.179142367,0.110463122,0.213241852,0.102778731,male
0.171409029,0.060725375,0.19,0.109047619,0.208571429,0.09952381,male
0.178765123,0.0609274,0.183448276,0.131417625,0.22045977,0.089042146,male
0.177693858,0.060015938,0.186417112,0.110802139,0.219358289,0.10855615,male
0.179716144,0.056663031,0.188542714,0.121943049,0.223718593,0.101775544,male
0.173709455,0.059889735,0.179829642,0.117819421,0.218943782,0.101124361,male
0.173720512,0.056625365,0.185136612,0.114754098,0.21420765,0.099453552,male
0.178254336,0.053752348,0.19041876,0.117252931,0.219028476,0.101775544,male
0.166184378,0.069486359,0.182024867,0.096980462,0.202912966,0.105932504,male
0.178720688,0.058594037,0.186512397,0.120330579,0.230016529,0.10968595,male
0.168698613,0.062554538,0.187945205,0.105479452,0.208082192,0.10260274,male
0.166478636,0.061180066,0.181754386,0.108684211,0.202017544,0.093333333,male
0.1706137,0.055681306,0.179130435,0.132753623,0.195362319,0.062608696,male
0.182887691,0.059897769,0.189090909,0.127272727,0.232727273,0.105454545,male
0.17379945,0.059243439,0.186290323,0.116854839,0.211129032,0.094274194,male
0.176938283,0.058304068,0.191264368,0.115402299,0.213793103,0.098390805,male
0.17768078,0.061211872,0.182608696,0.133913043,0.21426087,0.080347826,male
0.167731744,0.066224783,0.171886121,0.112597865,0.22519573,0.112597865,male
0.181036339,0.059324503,0.189328859,0.13295302,0.225033557,0.092080537,male
0.174991748,0.054608344,0.188442907,0.118685121,0.209757785,0.091072664,male
0.177527038,0.05760106,0.190017094,0.120615385,0.217299145,0.096683761,male
0.176746255,0.057544346,0.192840467,0.124747082,0.210272374,0.085525292,male
0.171547961,0.065804842,0.189052632,0.110315789,0.216421053,0.106105263,male
0.175583481,0.06082766,0.18066087,0.126608696,0.207443478,0.080834783,male
0.182465049,0.072544522,0.192654867,0.131946903,0.252123894,0.120176991,male
0.160307998,0.058925137,0.165,0.103666667,0.197666667,0.094,male
0.153381674,0.070907608,0.155608919,0.098136078,0.211640938,0.11350486,male
0.197027156,0.060146163,0.217823529,0.133,0.253235294,0.120235294,male
0.181555987,0.065929432,0.191240429,0.131209801,0.235834609,0.104624809,male
0.189057081,0.073953106,0.213918306,0.130892587,0.255854766,0.124962179,male
0.183170844,0.064422599,0.20341534,0.124804631,0.237858177,0.113053546,male
0.201951304,0.059686013,0.230379747,0.140886076,0.252974684,0.112088608,male
0.202283577,0.061546905,0.231223404,0.135904255,0.250212766,0.114308511,male
0.194957222,0.062557836,0.227680412,0.130618557,0.248608247,0.117989691,male
0.199756397,0.059357101,0.228474576,0.134915254,0.245762712,0.110847458,male
0.194016496,0.05831199,0.216829268,0.136585366,0.243719512,0.107134146,male
0.203814537,0.062501048,0.226578947,0.142947368,0.256052632,0.113105263,male
0.186891409,0.065908317,0.21989899,0.127626263,0.241818182,0.114191919,male
0.171490287,0.0709614,0.174129353,0.119800995,0.23681592,0.117014925,male
0.180849359,0.066607438,0.186666667,0.126404199,0.242519685,0.116115486,male
0.198585268,0.05869109,0.222864385,0.138048162,0.247351077,0.109302915,male
0.194210617,0.057747742,0.213587116,0.136515373,0.243103953,0.10658858,male
0.195171422,0.063780416,0.223468835,0.137344173,0.249268293,0.111924119,male
0.193038704,0.058895246,0.21530303,0.132222222,0.242525253,0.11030303,male
0.189761258,0.059864418,0.1995,0.1309,0.24885,0.11795,male
0.186118513,0.058503603,0.17077748,0.136246649,0.242091153,0.105844504,male
0.194248134,0.066107707,0.203152174,0.134293478,0.259836957,0.125543478,male
0.198868838,0.061917027,0.22488189,0.136692913,0.253910761,0.117217848,male
0.193155389,0.066994936,0.209278351,0.138195876,0.252216495,0.114020619,male
0.185934699,0.062721291,0.179352641,0.141192504,0.237069847,0.095877342,male
0.195200787,0.061043124,0.215908441,0.140200286,0.249556509,0.109356223,male
0.207271491,0.058259987,0.236007394,0.143881701,0.255674677,0.111792976,male
0.189288164,0.068130766,0.202834646,0.130519685,0.249574803,0.119055118,male
0.18898465,0.065870095,0.200430108,0.132043011,0.250322581,0.11827957,male
0.188838665,0.059059938,0.176418919,0.140472973,0.249256757,0.108783784,male
0.20154104,0.06298613,0.226173752,0.135600739,0.257227357,0.121626617,male
0.190851697,0.053773543,0.187133333,0.147,0.250133333,0.103133333,male
0.183464659,0.074338323,0.189102773,0.129265905,0.253964111,0.124698206,male
0.189989773,0.066268409,0.180354267,0.134814815,0.25610306,0.121288245,male
0.190401884,0.062086689,0.178772803,0.137910448,0.253996683,0.116086235,male
0.195709892,0.061262296,0.195902778,0.139027778,0.255694444,0.116666667,male
0.192631692,0.059165512,0.181125,0.140875,0.2515625,0.1106875,male
0.182869213,0.072265927,0.196690141,0.125704225,0.246971831,0.121267606,male
0.201080789,0.059303328,0.220290792,0.136607431,0.257382876,0.120775444,male
0.198930472,0.060498749,0.221571816,0.139620596,0.254579946,0.11495935,male
0.179406948,0.05875628,0.168984375,0.14328125,0.23734375,0.0940625,male
0.1815596,0.078562234,0.183623188,0.125289855,0.254637681,0.129347826,male
0.193197025,0.05766641,0.206846847,0.136216216,0.247207207,0.110990991,male
0.19795475,0.057826078,0.225687382,0.135517891,0.244143126,0.108625235,male
0.195744768,0.062185775,0.224926471,0.133308824,0.250147059,0.116838235,male
0.19633659,0.058613277,0.223012821,0.13775641,0.245897436,0.108141026,male
0.17316515,0.071724364,0.160944882,0.128314961,0.24296063,0.114645669,male
0.195209758,0.062454147,0.21958132,0.137069243,0.250692432,0.113623188,male
0.203381046,0.056888248,0.227455013,0.150437018,0.245809769,0.095372751,male
0.199582915,0.060125144,0.227225131,0.135357766,0.250191972,0.114834206,male
0.191324489,0.062535612,0.214681892,0.127895595,0.245285481,0.117389886,male
0.192299761,0.062510107,0.217989779,0.130221465,0.247086882,0.116865417,male
0.19137379,0.060052206,0.18247191,0.138426966,0.250505618,0.112078652,male
0.194149909,0.058646986,0.218569157,0.136216216,0.247503975,0.111287758,male
0.195219947,0.070484708,0.226527778,0.136111111,0.256666667,0.120555556,male
0.195376387,0.05986422,0.215007299,0.14020438,0.246072993,0.105868613,male
0.196317326,0.055758273,0.212592593,0.135246914,0.243271605,0.108024691,male
0.190720011,0.059821282,0.186512397,0.141619835,0.243900826,0.102280992,male
0.188357597,0.057787483,0.184366197,0.132605634,0.242535211,0.109929577,male
0.190408638,0.068893439,0.220164384,0.128109589,0.247780822,0.119671233,male
0.192154407,0.057609999,0.195733333,0.1408,0.246933333,0.106133333,male
0.20124058,0.060960996,0.230938053,0.13380531,0.250761062,0.116955752,male
0.204075413,0.063821001,0.232946058,0.137676349,0.266639004,0.128962656,male
0.185768646,0.057847833,0.183956443,0.130090744,0.236805808,0.106715064,male
0.187477037,0.06038199,0.216820513,0.122529915,0.238358974,0.11582906,male
0.1895152,0.061802273,0.209072848,0.126556291,0.246622517,0.120066225,male
0.193832154,0.058964239,0.227987616,0.124396285,0.240557276,0.116160991,male
0.189063477,0.059923677,0.218805031,0.126352201,0.244779874,0.118427673,male
0.191921183,0.065011112,0.189603283,0.13253078,0.258932969,0.126402189,male
0.201305719,0.06169659,0.232041522,0.132249135,0.257231834,0.124982699,male
0.1959379,0.058575805,0.221582734,0.136978417,0.245251799,0.108273381,male
0.196839488,0.06178795,0.226819222,0.13006865,0.250526316,0.120457666,male
0.193357293,0.060101575,0.219110379,0.132388797,0.245403624,0.113014827,male
0.198356889,0.061187311,0.228532884,0.136458685,0.252141653,0.115682968,male
0.191380524,0.061229701,0.22047619,0.127619048,0.243809524,0.116190476,male
0.200303165,0.061665461,0.229963899,0.135451264,0.256245487,0.120794224,male
0.203362756,0.060086988,0.227413509,0.136079077,0.25416804,0.118088962,male
0.194851425,0.060805297,0.212342007,0.13739777,0.250855019,0.113457249,male
0.200433686,0.061835291,0.232795389,0.13556196,0.254178674,0.118616715,male
0.195847541,0.059568175,0.223202847,0.129537367,0.2486121,0.119074733,male
0.195953676,0.058995807,0.221515712,0.134565619,0.247393715,0.112828096,male
0.194059598,0.063240412,0.22673712,0.127608983,0.250779392,0.12317041,male
0.197885072,0.059483367,0.207123288,0.138082192,0.25260274,0.114520548,male
0.193424214,0.059779155,0.223093525,0.128920863,0.24323741,0.114316547,male
0.187943808,0.061098539,0.188652482,0.130567376,0.243758865,0.113191489,male
0.200861242,0.060700735,0.228884381,0.13346856,0.251034483,0.117565923,male
0.199589543,0.06352609,0.223647799,0.136918239,0.259748428,0.122830189,male
0.197851777,0.063804608,0.22388998,0.132573674,0.257445972,0.124872299,male
0.194961305,0.059432928,0.224825046,0.130460405,0.245451197,0.114990792,male
0.193492046,0.061710427,0.224521277,0.129202128,0.241276596,0.112074468,male
0.186506549,0.063278728,0.177670683,0.125568942,0.245890228,0.120321285,male
0.179100987,0.06070084,0.169263158,0.122105263,0.238736842,0.116631579,male
0.191023797,0.059708573,0.212926045,0.12829582,0.244437299,0.116141479,male
0.192621338,0.058554897,0.21728,0.133504,0.241472,0.107968,male
0.199217361,0.060648002,0.219883946,0.137562863,0.255628627,0.118065764,male
0.189232285,0.062370951,0.180955224,0.13080597,0.252,0.12119403,male
0.194003486,0.06034874,0.192633181,0.134672755,0.254003044,0.119330289,male
0.185269829,0.058978908,0.168219178,0.129315068,0.243835616,0.114520548,male
0.194874522,0.062716831,0.216666667,0.130952381,0.254285714,0.123333333,male
0.192809251,0.061931762,0.213612903,0.131419355,0.252451613,0.121032258,male
0.182507762,0.05856048,0.157914692,0.137567141,0.247709321,0.11014218,male
0.189983202,0.060065325,0.19222061,0.133701016,0.244238026,0.11053701,male
0.189425986,0.060371137,0.206270928,0.128280061,0.246331811,0.11805175,male
0.191590704,0.059662313,0.220998152,0.130425139,0.242735675,0.112310536,male
0.198936982,0.063052823,0.224,0.133538462,0.261811966,0.128273504,male
0.185698574,0.058112498,0.175632184,0.134712644,0.23862069,0.103908046,male
0.188291306,0.060756819,0.196792453,0.128553459,0.243459119,0.11490566,male
0.186219164,0.060036013,0.213832853,0.122247839,0.238847262,0.116599424,male
0.185462507,0.058778874,0.198617157,0.126555698,0.237695262,0.111139565,male
0.191353396,0.058748855,0.195862069,0.134252874,0.242298851,0.108045977,male
0.189160077,0.061119498,0.181176471,0.130795848,0.251418685,0.120622837,male
0.17732967,0.058266805,0.163685801,0.124350453,0.234743202,0.110392749,male
0.186100909,0.057407561,0.181386861,0.130291971,0.23810219,0.107810219,male
0.18304563,0.058198596,0.155886525,0.13751773,0.244255319,0.106737589,male
0.194844864,0.060449235,0.221748252,0.128741259,0.243776224,0.115034965,male
0.189797944,0.061813105,0.214495413,0.126727829,0.244892966,0.118165138,male
0.198810571,0.060895554,0.227862069,0.133724138,0.250068966,0.116344828,male
0.190479103,0.061816188,0.194538153,0.130441767,0.250200803,0.119759036,male
0.185583994,0.061472466,0.185155196,0.128475034,0.241835358,0.113360324,male
0.195704983,0.060049025,0.225138632,0.127319778,0.246876155,0.119556377,male
0.191582729,0.061029831,0.193633803,0.134873239,0.251605634,0.116732394,male
0.188229185,0.062654108,0.159817352,0.132968037,0.254003044,0.121035008,male
0.174254534,0.061937584,0.190076104,0.113789954,0.219482496,0.105692542,male
0.184244561,0.061242014,0.195111111,0.124,0.236888889,0.112888889,male
0.184517183,0.060654986,0.190595065,0.132481858,0.239767779,0.107285922,male
0.185126389,0.060226694,0.199002494,0.126034913,0.235311721,0.109276808,male
0.179949194,0.057513135,0.192048558,0.134688923,0.218391502,0.08370258,male
0.1795573,0.063853112,0.18758427,0.127022472,0.233202247,0.106179775,male
0.191936187,0.056960625,0.20427673,0.132515723,0.235534591,0.103018868,male
0.183210437,0.060159808,0.188563135,0.132888244,0.235703919,0.102815675,male
0.187146907,0.059458435,0.198235995,0.130154946,0.227938021,0.097783075,male
0.190235564,0.056793186,0.205679012,0.138271605,0.236790123,0.098518519,male
0.180528667,0.061915604,0.18957606,0.13127182,0.225187032,0.093915212,male
0.204943667,0.058952794,0.219478261,0.160347826,0.253565217,0.093217391,male
0.194627989,0.056074326,0.201879589,0.163641703,0.242173275,0.078531571,male
0.198570077,0.06486674,0.221376281,0.136515373,0.255402635,0.118887262,male
0.186393472,0.05783605,0.198858397,0.136158068,0.228364435,0.092206367,male
0.189002547,0.061454938,0.202376238,0.135445545,0.234851485,0.099405941,male
0.180995786,0.06606347,0.193239437,0.124046095,0.235544174,0.111498079,male
0.189496372,0.061773924,0.201542416,0.136760925,0.243650386,0.10688946,male
0.184338938,0.055136164,0.197333333,0.140888889,0.216888889,0.076,male
0.191782317,0.05718025,0.213650794,0.137777778,0.233333333,0.095555556,male
0.189995095,0.060490796,0.196662909,0.133213078,0.246223224,0.113010147,male
0.192988943,0.070569323,0.222415669,0.128269859,0.253188248,0.12491839,male
0.183886114,0.063269921,0.195572519,0.128244275,0.240101781,0.111857506,male
0.186643054,0.062285477,0.203531828,0.130513347,0.238028747,0.1075154,male
0.190588799,0.05430954,0.201538462,0.146538462,0.237307692,0.090769231,male
0.201403062,0.059263889,0.217070707,0.144949495,0.25489899,0.109949495,male
0.189252879,0.056830315,0.195479256,0.141802575,0.236337625,0.09453505,male
0.179678133,0.086938705,0.212787944,0.110613563,0.255888052,0.145274489,male
0.197687748,0.056555234,0.212773893,0.146526807,0.246060606,0.0995338,male
0.18769226,0.05988937,0.199266055,0.143119266,0.23266055,0.089541284,male
0.197889212,0.058705142,0.211903323,0.136616314,0.249969789,0.113353474,male
0.186219654,0.05574032,0.19202934,0.145819071,0.23002445,0.084205379,male
0.203858251,0.0548433,0.224082232,0.156240822,0.246696035,0.090455213,male
0.193322456,0.056460004,0.205296443,0.138339921,0.241818182,0.103478261,male
0.18894073,0.05926744,0.192649573,0.138404558,0.244102564,0.105698006,male
0.189990799,0.060324368,0.204711908,0.126555698,0.239846351,0.113290653,male
0.211377749,0.056149789,0.234652956,0.174550129,0.254807198,0.080257069,male
0.202643941,0.053150572,0.223058104,0.156697248,0.244036697,0.08733945,male
0.198476258,0.055359389,0.218698225,0.143147929,0.242224852,0.099076923,male
0.193663865,0.059670695,0.201085595,0.134154489,0.248434238,0.114279749,male
0.192667648,0.057447277,0.208819715,0.145629053,0.24150454,0.095875486,male
0.196729877,0.060469195,0.210293706,0.140195804,0.242013986,0.101818182,male
0.204842376,0.058805432,0.22069869,0.154978166,0.25768559,0.102707424,male
0.200977031,0.057682577,0.219333333,0.148711111,0.2464,0.097688889,male
0.192339818,0.058945356,0.200636943,0.14,0.241358811,0.101358811,male
0.193219706,0.058535045,0.20595326,0.147404674,0.243837638,0.096432964,male
0.194966057,0.061517064,0.210245614,0.13394152,0.248888889,0.114947368,male
0.198727302,0.060825106,0.21,0.142930233,0.253953488,0.111023256,male
0.195423551,0.053962027,0.19937931,0.151586207,0.246206897,0.09462069,male
0.198814061,0.059886609,0.220801944,0.140850547,0.245978129,0.105127582,male
0.185771053,0.057833074,0.190595065,0.143047896,0.229608128,0.086560232,male
0.176334639,0.060896767,0.16846473,0.149488243,0.224232365,0.074744122,male
0.205414924,0.059739672,0.226114495,0.146650426,0.255785627,0.109135201,male
0.203441834,0.058441905,0.218382805,0.151033777,0.255926305,0.104892528,male
0.197558043,0.060940215,0.218408104,0.141013025,0.253256151,0.112243126,male
0.196224115,0.059408397,0.210384615,0.147307692,0.249615385,0.102307692,male
0.206079848,0.058980506,0.222475248,0.149009901,0.258514851,0.10950495,male
0.204184075,0.05747872,0.226963788,0.159108635,0.250752089,0.091643454,male
0.204271027,0.056171073,0.223183857,0.161345291,0.252376682,0.09103139,male
0.192763153,0.059135592,0.2163,0.126,0.2408,0.1148,male
0.188054098,0.060833236,0.188243243,0.131959459,0.24972973,0.11777027,male
0.198922743,0.056058476,0.214939759,0.146506024,0.239518072,0.093012048,male
0.188418649,0.054544633,0.207123288,0.133767123,0.233972603,0.100205479,male
0.193896949,0.059124944,0.213402778,0.128819444,0.245972222,0.117152778,male
0.191018022,0.057396464,0.202272727,0.136818182,0.238181818,0.101363636,male
0.1841419,0.053220381,0.203671233,0.129643836,0.222849315,0.093205479,male
0.190862207,0.057046659,0.205659777,0.129984102,0.239046105,0.109062003,male
0.200690375,0.056684644,0.218593103,0.140193103,0.248331034,0.108137931,male
0.192065896,0.062187328,0.19722973,0.131959459,0.254459459,0.1225,male
0.192407537,0.055248407,0.210460526,0.133092105,0.23625,0.103157895,male
0.192557517,0.05598651,0.211376702,0.133434191,0.232556732,0.099122542,male
0.194565219,0.057715589,0.217628205,0.13775641,0.240512821,0.10275641,male
0.196194621,0.05910825,0.211524288,0.136951424,0.250921273,0.113969849,male
0.190289378,0.059419117,0.210953101,0.129621785,0.241452345,0.11183056,male
0.197072515,0.057609075,0.217385827,0.138015748,0.24384252,0.105826772,male
0.182336727,0.057468914,0.192716049,0.122716049,0.233765432,0.111049383,male
0.190436268,0.058549706,0.208157895,0.136776316,0.239013158,0.102236842,male
0.190421877,0.053285671,0.21543379,0.143196347,0.233333333,0.090136986,male
0.186320341,0.057873229,0.201081081,0.129189189,0.235135135,0.105945946,male
0.189573146,0.055219987,0.203434022,0.135325914,0.23682035,0.101494436,male
0.181421187,0.055640198,0.170886598,0.145484536,0.226309278,0.080824742,male
0.196787849,0.060888179,0.214693878,0.135102041,0.250612245,0.115510204,male
0.196304584,0.055351976,0.217261411,0.137095436,0.237012448,0.099917012,male
0.199137655,0.058723738,0.217777778,0.135452991,0.246495726,0.111042735,male
0.195643063,0.057979959,0.215510204,0.130612245,0.240408163,0.109795918,male
0.190284827,0.057150937,0.207755102,0.128571429,0.237959184,0.109387755,male
0.188175668,0.057034648,0.209364791,0.124500907,0.231215971,0.106715064,male
0.199427119,0.057378141,0.221383178,0.133981308,0.244411215,0.110429907,male
0.194007057,0.05698269,0.211034483,0.140689655,0.23908046,0.098390805,male
0.193988407,0.057407578,0.213291536,0.130344828,0.24137931,0.111034483,male
0.189873605,0.058941889,0.197333333,0.139733333,0.251733333,0.112,male
0.180851118,0.056154669,0.199286776,0.120653789,0.225497771,0.104843982,male
0.195543127,0.057937824,0.217733142,0.131362984,0.24625538,0.114892396,male
0.187086554,0.058005197,0.197948718,0.135384615,0.231794872,0.096410256,male
0.195259587,0.059244228,0.213286957,0.131965217,0.244452174,0.112486957,male
0.18898524,0.056050744,0.214439024,0.130211382,0.224,0.093788618,male
0.196589992,0.057833619,0.214405594,0.134125874,0.245734266,0.111608392,male
0.193050825,0.054727705,0.208095238,0.145714286,0.24,0.094285714,male
0.190944243,0.055071184,0.204514107,0.142633229,0.236990596,0.094357367,male
0.195467989,0.057260264,0.209364791,0.142286751,0.24646098,0.104174229,male
0.20035138,0.058855279,0.22191248,0.138865478,0.251863857,0.112998379,male
0.196805667,0.056170668,0.220888889,0.130666667,0.237333333,0.106666667,male
0.186467934,0.058330124,0.194059406,0.13029703,0.237623762,0.107326733,male
0.195164261,0.058829784,0.212554745,0.13540146,0.248832117,0.113430657,male
0.191326683,0.058292949,0.206029173,0.133419773,0.245510535,0.112090762,male
0.19871761,0.058958558,0.217333333,0.143111111,0.252,0.108888889,male
0.19362559,0.058645268,0.213084112,0.131214953,0.245233645,0.114018692,male
0.203079981,0.060560682,0.220146413,0.139795022,0.25704246,0.117247438,male
0.1901168,0.057401014,0.210658307,0.136489028,0.230846395,0.094357367,male
0.185480098,0.053120332,0.199095477,0.154070352,0.218090452,0.064020101,male
0.198308114,0.060482713,0.220634391,0.137429048,0.253823038,0.11639399,male
0.186288684,0.055812571,0.202613065,0.136482412,0.228643216,0.092160804,male
0.192271523,0.060286478,0.205541401,0.134203822,0.24522293,0.111019108,male
0.188607724,0.058861224,0.210107858,0.126409861,0.2394453,0.113035439,male
0.199189487,0.062083995,0.217324503,0.133880795,0.255523179,0.121642384,male
